,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
379,Pompeii,spotify:track:3gbBpTdY8lnQwqxNCcf795,70,2013-01-01,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,3gbBpTdY8lnQwqxNCcf795,214148,4
380,Remember This,spotify:track:6nACZEZIt1CIBmF09r5Pb5,61,2021-06-19,0.669,0.629,1,-5.018,0,0.0803,0.217,0.0,0.366,0.294,110.865,6nACZEZIt1CIBmF09r5Pb5,178222,4
381,Mirrorball,spotify:track:1yVFHrCoNMVMotKHlLFYoE,44,2022-04-15,0.506,0.301,4,-10.03,1,0.0778,0.734,0.0,0.105,0.502,134.691,1yVFHrCoNMVMotKHlLFYoE,222353,4
382,Remains,spotify:track:43Gf5mdRjXMqXSUEuwUZYC,46,2019-07-23,0.63,0.462,10,-10.334,1,0.0271,0.807,0.00044,0.325,0.295,105.963,43Gf5mdRjXMqXSUEuwUZYC,318125,4
383,Il Mondo,spotify:track:3YFDvE4yembj4JxY6ldPc2,30,2017-08-08,0.178,0.5,2,-10.647,1,0.0316,0.607,0.000836,0.637,0.57,87.947,3YFDvE4yembj4JxY6ldPc2,164977,4
384,Break Me,spotify:track:4ShsFO3C52rc2qHAvbKqo9,41,2019-08-23,0.448,0.898,7,-3.687,1,0.0421,0.000627,0.0,0.292,0.729,73.122,4ShsFO3C52rc2qHAvbKqo9,170398,4
385,Euthanasia,spotify:track:7JyFwJC3uRpiNfq7oKafgn,57,2022-06-03,0.301,0.303,4,-12.39,1,0.0458,0.177,0.031,0.0979,0.0384,141.997,7JyFwJC3uRpiNfq7oKafgn,145796,4
386,Wrapped Around Your Finger,spotify:track:6Kfoo60npYPdvNxMPMiDpX,70,2022-06-03,0.744,0.628,2,-5.435,1,0.0287,0.0493,0.0,0.317,0.539,119.966,6Kfoo60npYPdvNxMPMiDpX,193565,4
387,I Like You (A Happier Song) (with Doja Cat),spotify:track:0O6u0VJ46W86TxN9wgyqDj,85,2022-06-03,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,0O6u0VJ46W86TxN9wgyqDj,192841,4
388,Conditional,spotify:track:2g0sIKVMAL7LlBp4hlusCX,27,2022-05-06,0.608,0.657,6,-5.917,0,0.192,0.0575,0.0,0.167,0.873,94.024,2g0sIKVMAL7LlBp4hlusCX,160335,4
389,what would you do?,spotify:track:4ewmHD3aRBmLyTsbGreNLw,64,2022-05-27,0.79,0.613,9,-5.911,1,0.0698,0.288,0.0,0.0912,0.729,105.02,4ewmHD3aRBmLyTsbGreNLw,166947,4
390,14,spotify:track:3kCYnvSwhSzYBD7fnDFhbY,52,2022-06-03,0.402,0.634,2,-5.808,1,0.364,0.707,0.0,0.387,0.705,68.877,3kCYnvSwhSzYBD7fnDFhbY,141797,5
391,Every Side Of You,spotify:track:731oIHe1EeEyTEwdtY0lRj,49,2022-06-01,0.616,0.543,1,-9.13,1,0.0294,0.556,0.000112,0.109,0.439,149.833,731oIHe1EeEyTEwdtY0lRj,204573,4
392,Want Want,spotify:track:5fmaigGNZqMUv3bW6FCs2L,7,2022-06-01,0.533,0.746,2,-3.281,1,0.0316,0.022,2.93e-05,0.274,0.36,90.043,5fmaigGNZqMUv3bW6FCs2L,188520,4
393,Bathroom Light,spotify:track:71glNHT4FultOqlau4zrFf,51,2022-06-03,0.653,0.514,3,-10.819,1,0.0468,0.906,0.00668,0.109,0.651,135.15,71glNHT4FultOqlau4zrFf,188267,4
394,Me Myself & I,spotify:track:0C9aH2f4LO8SPPqUWOrcbk,23,2022-05-11,0.575,0.556,4,-5.107,1,0.0283,0.0303,0.0,0.0903,0.44,87.991,0C9aH2f4LO8SPPqUWOrcbk,177879,4
395,Lavender Girl,spotify:track:5IqPGPAeAru7g6ljnY0dPf,49,2022-05-20,0.718,0.729,11,-7.062,1,0.0271,0.342,0.000147,0.0977,0.694,123.996,5IqPGPAeAru7g6ljnY0dPf,203547,4
396,Wait Up For Me,spotify:track:4nWxvrDx0r63f35Zp2zAVd,34,2022-05-13,0.44,0.23,0,-9.438,1,0.0467,0.885,0.0,0.103,0.229,176.952,4nWxvrDx0r63f35Zp2zAVd,179013,3
397,Will It Ever Feel The Same?,spotify:track:2bsuvsOwkhIstFmn0IHkhG,5,2022-05-12,0.639,0.544,4,-6.152,1,0.0391,0.586,0.0,0.463,0.483,129.908,2bsuvsOwkhIstFmn0IHkhG,180339,4
398,100sadsongs,spotify:track:0rvcPanRR8rQO8lSIr0S4l,48,2022-05-20,0.647,0.767,2,-5.063,1,0.1,0.255,0.0,0.225,0.694,155.03,0rvcPanRR8rQO8lSIr0S4l,176830,4
399,Grow As We Go (feat. Sara Bareilles),spotify:track:1xscBC6UV21t0sMCgu0mLi,58,2022-05-20,0.316,0.236,8,-9.763,1,0.0313,0.892,0.0,0.101,0.501,83.256,1xscBC6UV21t0sMCgu0mLi,249937,4
400,Scared of Getting What I Want,spotify:track:5BOysgMCvAHZajUaZy23Jm,13,2022-05-20,0.614,0.671,11,-6.447,1,0.103,0.317,4.05e-05,0.101,0.483,82.931,5BOysgMCvAHZajUaZy23Jm,166937,4
401,One Trick Pony,spotify:track:1XDuJCdTr9IIVVyLp7t7FT,11,2022-05-19,0.481,0.864,11,-3.374,0,0.035,0.0415,2.76e-06,0.173,0.466,175.805,1XDuJCdTr9IIVVyLp7t7FT,180000,4
402,Savior,spotify:track:0YeUVm23SAkUruwEx9LWnt,5,2022-05-13,0.605,0.692,8,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,0YeUVm23SAkUruwEx9LWnt,224466,5
403,N95,spotify:track:2FeBslNBMdR9V58uv6hd2t,25,2022-05-13,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,2FeBslNBMdR9V58uv6hd2t,195950,4
404,Mirror,spotify:track:5LOiuvbH62YGtnwe6Ltt4T,1,2022-05-13,0.652,0.67,2,-8.766,1,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,5LOiuvbH62YGtnwe6Ltt4T,256008,4
405,Silent Hill,spotify:track:3tYTyAt1q6BFBiGyYVOLhi,5,2022-05-13,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,3tYTyAt1q6BFBiGyYVOLhi,220779,4
406,Count Me Out,spotify:track:7pj6P5WnxkZsw3XRc8eMe1,1,2022-05-13,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,7pj6P5WnxkZsw3XRc8eMe1,283642,4
407,Rich Spirit,spotify:track:6kYGOFNUMxpab09L5Ukoke,6,2022-05-13,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,6kYGOFNUMxpab09L5Ukoke,202285,4
408,Father Time (feat. Sampha),spotify:track:4xIhSUJantE6BMl3u8dtCJ,6,2022-05-13,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,4xIhSUJantE6BMl3u8dtCJ,222497,4
409,String Lights,spotify:track:4RQLB1gBKVwjW7K4L6quaA,41,2022-05-13,0.491,0.465,5,-6.092,1,0.0308,0.569,5.94e-05,0.113,0.316,128.068,4RQLB1gBKVwjW7K4L6quaA,230200,3
410,Come Around,spotify:track:56FvJgNBzshZWAXhu8PzFV,43,2022-05-13,0.496,0.932,7,-2.632,1,0.275,0.2,0.0,0.109,0.416,155.066,56FvJgNBzshZWAXhu8PzFV,173120,4
411,Let Her Remember,spotify:track:5LO2ZPe4MPJqrTyGnhypyL,41,2022-05-13,0.368,0.199,7,-6.497,1,0.0365,0.948,2.58e-06,0.141,0.244,88.791,5LO2ZPe4MPJqrTyGnhypyL,212000,4
412,Slow Down,spotify:track:6nctEN4lXyz9KV7ujHaAKb,47,2022-05-13,0.347,0.634,7,-3.345,1,0.051,0.341,0.0,0.842,0.332,126.913,6nctEN4lXyz9KV7ujHaAKb,202347,3
413,Mary Anne,spotify:track:6aY3rhw7CHiPDRFeQIy6dW,35,2022-05-13,0.545,0.674,7,-2.802,1,0.0335,0.511,0.0,0.292,0.876,165.975,6aY3rhw7CHiPDRFeQIy6dW,143093,3
414,Dead Air,spotify:track:7JrVl7vdwZnZMQ6yehxVbK,34,2022-05-13,0.593,0.556,4,-4.533,1,0.0373,0.181,3.5e-05,0.518,0.27,141.021,7JrVl7vdwZnZMQ6yehxVbK,156827,4
415,News At 9,spotify:track:2ezY94QlqbDG0aYgKnpy9C,48,2022-05-13,0.343,0.406,3,-5.921,1,0.0324,0.366,0.000133,0.333,0.113,134.107,2ezY94QlqbDG0aYgKnpy9C,193720,4
416,Cooped Up (with Roddy Ricch),spotify:track:7DwcBgdzqhFJltEaV1XF81,69,2022-05-12,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,7DwcBgdzqhFJltEaV1XF81,185857,4
417,Poison (feat. Lil Wayne),spotify:track:1hs54MGy1J69I52GvzsrbB,54,2022-05-06,0.549,0.485,4,-8.477,0,0.322,0.179,0.0,0.368,0.626,112.029,1hs54MGy1J69I52GvzsrbB,222643,5
418,Like A Blade Of Grass,spotify:track:22xea6Z2a8BbyVeCksSBX9,64,2022-05-06,0.891,0.489,5,-8.14,0,0.135,0.037,2.12e-05,0.0899,0.794,93.515,22xea6Z2a8BbyVeCksSBX9,126218,4
419,Movie Star (feat. Pharrell Williams),spotify:track:3u8bblcJtOxxmGzJrviWLp,56,2022-05-06,0.829,0.488,8,-7.275,1,0.183,0.00461,0.0,0.107,0.551,93.199,3u8bblcJtOxxmGzJrviWLp,142590,4
420,Dua Lipa,spotify:track:0LnS7aOdOdI1dNKZqdOLz4,73,2022-05-06,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,0LnS7aOdOdI1dNKZqdOLz4,135053,4
421,You and I,spotify:track:7rsTP6MbfJqXT11RiDDo5a,63,2022-05-06,0.725,0.273,5,-10.261,1,0.0273,0.907,0.0,0.0925,0.436,99.921,7rsTP6MbfJqXT11RiDDo5a,193133,4
422,a little sound,spotify:track:4FN5eZbThFPCQd1MTlvSBi,0,2022-05-04,0.598,0.107,2,-12.543,1,0.0356,0.926,0.000266,0.115,0.0876,58.278,4FN5eZbThFPCQd1MTlvSBi,185552,4
423,sad girls always finish first,spotify:track:16mFtGFLstwAxII0hUknUk,1,2022-05-06,0.699,0.718,0,-6.053,1,0.162,0.277,0.00037,0.192,0.851,94.004,16mFtGFLstwAxII0hUknUk,195467,4
424,I Hope You Think Of Me,spotify:track:1cEamQ840UovVOriSzb6nC,47,2022-05-04,0.438,0.291,11,-10.467,1,0.0385,0.911,0.0,0.33,0.519,186.849,1cEamQ840UovVOriSzb6nC,158298,3
425,Like Whoa (A&A Version),spotify:track:6ZmqS2ru3VVCAype7FJ6Xu,45,2022-05-02,0.704,0.857,1,-4.309,1,0.0298,0.0238,0.0015,0.06,0.589,120.949,6ZmqS2ru3VVCAype7FJ6Xu,149000,4
426,MEAN!,spotify:track:0KQRhak4Irr2CKxgQ9U6ay,67,2022-04-29,0.502,0.416,7,-9.504,1,0.433,0.912,0.0,0.0934,0.433,175.191,0KQRhak4Irr2CKxgQ9U6ay,143960,3
427,Angels Like You,spotify:track:1daDRI9ahBonbWD8YcxOIB,79,2020-11-27,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,1daDRI9ahBonbWD8YcxOIB,196453,4
428,Time On,spotify:track:6hwlAQ9DSZlXOWqdIEtevQ,26,2022-04-28,0.808,0.595,5,-7.861,1,0.0286,0.0338,0.0019,0.498,0.926,99.986,6hwlAQ9DSZlXOWqdIEtevQ,228824,4
429,reckless driving (feat. Ben Kessler),spotify:track:14NUzP69qYaAdkU0fUGwD5,16,2022-04-08,0.534,0.39,0,-10.495,1,0.233,0.675,0.0,0.185,0.429,199.975,14NUzP69qYaAdkU0fUGwD5,189247,4
430,That's Amore,spotify:track:4I4aQGNJ2HufloNtB65nxR,59,1954,0.471,0.146,10,-13.6,1,0.0309,0.782,0.0,0.0888,0.595,78.554,4I4aQGNJ2HufloNtB65nxR,190400,4
431,Rome,spotify:track:5URiEZGRfV2XXfrgRURmiL,43,2009,0.62,0.686,2,-6.88,1,0.0321,0.317,0.0942,0.0982,0.417,126.218,5URiEZGRfV2XXfrgRURmiL,278107,4
432,Young,spotify:track:2f4m7Ur31DERmyU0ydj2UP,30,2016-04-01,0.368,0.721,0,-5.608,1,0.0398,0.042,0.000457,0.0861,0.136,141.099,2f4m7Ur31DERmyU0ydj2UP,340426,4
433,Sick of It,spotify:track:3dSeeqQQjRVNnEfhKhQ0NF,21,2020-12-28,0.429,0.364,9,-8.586,0,0.0934,0.866,0.0,0.118,0.536,82.176,3dSeeqQQjRVNnEfhKhQ0NF,180255,4
434,The Sky,spotify:track:2tcdLQcDX7J0ae9j80LmHT,36,2018-05-19,0.72,0.383,0,-10.361,1,0.0314,0.808,0.0,0.0917,0.408,94.047,2tcdLQcDX7J0ae9j80LmHT,204708,4
435,Live Cinema,spotify:track:1TbPXxF0j6PR5EkF82XNBf,39,2020-04-03,0.637,0.267,5,-12.409,1,0.0475,0.939,4.79e-06,0.0831,0.507,100.957,1TbPXxF0j6PR5EkF82XNBf,141980,4
436,Orange Blood,spotify:track:2mKz0wGscPw1xnTvrTlQUi,48,2022-04-15,0.712,0.53,5,-9.842,0,0.0444,0.66,0.512,0.129,0.496,118.994,2mKz0wGscPw1xnTvrTlQUi,226013,4
437,Gladly,spotify:track:1cCsVS1lnAtCCp2DWlxAMT,29,2021-04-30,0.453,0.472,0,-6.839,1,0.0267,0.669,5.15e-06,0.1,0.368,155.898,1cCsVS1lnAtCCp2DWlxAMT,230667,3
438,Joan of Arc on the Dance Floor,spotify:track:7cYLxxt7szZ5tkOPVWZyfO,4,2020-11-26,0.649,0.807,9,-6.482,0,0.0348,0.00283,5.09e-05,0.0434,0.462,119.994,7cYLxxt7szZ5tkOPVWZyfO,206867,4
439,Potential Breakup Song,spotify:track:2ieu0FHqTpBUrMoCFVL3cb,8,2020-12-29,0.554,0.899,6,-4.149,0,0.0385,0.000469,0.000365,0.0867,0.556,157.995,2ieu0FHqTpBUrMoCFVL3cb,218333,4
440,Insomniatic,spotify:track:1vzcWPNWyGLUxOdiZEXYYN,27,2007-01-01,0.511,0.826,7,-4.95,1,0.0356,3.51e-05,0.000229,0.148,0.333,114.06,1vzcWPNWyGLUxOdiZEXYYN,167000,4
441,No One,spotify:track:0VRucsX8H6SP0ERtbpzEOc,40,2005-01-01,0.457,0.577,7,-5.351,1,0.0264,0.00643,0.000315,0.0813,0.321,158.597,0VRucsX8H6SP0ERtbpzEOc,177560,3
442,Take Me,spotify:track:41Vu4jOXWmpznLRWJnBX0Y,0,2018-11-30,0.612,0.79,2,-5.066,1,0.0468,0.0226,0.0326,0.0509,0.361,99.972,41Vu4jOXWmpznLRWJnBX0Y,211960,4
443,Slow Dancing,spotify:track:0tTEImoPqWvU1SiOduW1iy,4,2021-05-07,0.698,0.457,7,-9.001,1,0.0307,0.581,0.263,0.114,0.308,114.0,0tTEImoPqWvU1SiOduW1iy,267880,4
444,Good Mourning,spotify:track:56Bdgw0WJk98bxa2pOMgMB,38,2021-07-23,0.375,0.173,0,-12.099,1,0.0364,0.888,0.0,0.121,0.362,171.633,56Bdgw0WJk98bxa2pOMgMB,186628,3
445,About Damn Time,spotify:track:1PckUlxKqWQs3RlWXVBLw3,82,2022-04-14,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,1PckUlxKqWQs3RlWXVBLw3,191822,4
446,Facing West,spotify:track:2BNLsTMuFxa6pTDREWhmph,30,2012-11-12,0.58,0.0673,4,-13.814,1,0.0343,0.978,1.19e-05,0.0963,0.185,84.481,2BNLsTMuFxa6pTDREWhmph,159533,4
447,"Hair Toss, Arms Crossed",spotify:track:3HzMxBV957tidhL2ft7KXA,58,2022-04-13,0.72,0.49,6,-6.131,1,0.0477,0.597,0.0,0.0827,0.607,108.88,3HzMxBV957tidhL2ft7KXA,157852,4
448,7PM,spotify:track:76tztTt7xAC6E0RZggd9xg,54,2020-03-07,0.782,0.512,4,-8.103,1,0.0324,0.297,3.24e-05,0.0979,0.658,94.98,76tztTt7xAC6E0RZggd9xg,202105,4
449,All 4 Nothing (I'm So In Love),spotify:track:21AziTMaZwcLflGMAj85o5,65,2022-04-08,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,21AziTMaZwcLflGMAj85o5,183014,4
450,Big Tex,spotify:track:6RnsLEeDZDFpjsRhV9E2gK,26,2022-04-08,0.583,0.863,7,-2.529,0,0.03,0.00449,0.0,0.293,0.824,135.026,6RnsLEeDZDFpjsRhV9E2gK,168074,4
451,First Class,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,36,2022-04-08,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,1rDQ4oMwGJI7B4tovsBOxc,173948,4
452,outerspace,spotify:track:7AkEdikRXuJidbVeHC25uc,29,2022-02-04,0.569,0.666,1,-9.184,1,0.048,0.513,0.00522,0.153,0.439,169.993,7AkEdikRXuJidbVeHC25uc,171513,3
453,2023,spotify:track:2gdKJ1nhQOwgkKZlWXRPVJ,43,2019-01-20,0.675,0.639,2,-8.63,1,0.0352,0.0609,0.0,0.0842,0.339,113.432,2gdKJ1nhQOwgkKZlWXRPVJ,262034,4
454,Gas Mart Girl,spotify:track:77tUh7XdJztFZuDdijnqdL,11,2020-01-24,0.588,0.221,2,-20.06,1,0.33,0.137,5.8e-05,0.1,0.68,91.028,77tUh7XdJztFZuDdijnqdL,199134,4
455,Willie's Song,spotify:track:4VV2P5RMzqMHvEFfPYhCe3,46,2020-04-14,0.75,0.473,4,-7.101,0,0.0388,0.563,5.03e-06,0.172,0.564,128.171,4VV2P5RMzqMHvEFfPYhCe3,271907,4
456,Chest Hair,spotify:track:2NB0fTy1QjkqV2AHND7KXj,34,2019-08-16,0.618,0.67,1,-8.477,1,0.0629,0.00864,0.0,0.0677,0.929,166.964,2NB0fTy1QjkqV2AHND7KXj,207659,4
457,I'm Always Thinking About You,spotify:track:0I4PagWjjVNR2IAzMEJ0SU,18,2022-02-09,0.753,0.556,2,-7.945,1,0.0276,0.185,0.00032,0.0868,0.865,109.988,0I4PagWjjVNR2IAzMEJ0SU,181524,4
458,Better Friends,spotify:track:16HvU7Y8TNgVjzm987FIco,54,2021-07-28,0.675,0.316,11,-13.154,1,0.0711,0.599,0.0,0.107,0.512,139.975,16HvU7Y8TNgVjzm987FIco,180429,4
459,I Wanna Remember (feat. Carrie Underwood),spotify:track:03ElQaGbZDwOSDMiEPwFPz,39,2021-05-20,0.466,0.708,9,-6.379,1,0.041,0.179,0.000138,0.116,0.1,97.991,03ElQaGbZDwOSDMiEPwFPz,213857,4
460,Don't Swerve,spotify:track:09SwnCTxZBrheewOJynJ7o,21,2018-11-30,0.633,0.424,7,-8.933,1,0.0261,0.0264,0.000875,0.112,0.112,108.971,09SwnCTxZBrheewOJynJ7o,176727,4
461,Take My Hand,spotify:track:55OlGT0r7dPTNuBlZXOjeA,16,2022-04-01,0.554,0.485,0,-8.691,1,0.036,0.266,0.0,0.12,0.0952,126.02,55OlGT0r7dPTNuBlZXOjeA,239865,4
462,2011,spotify:track:5GzpstdtupjJcu0JR5j3v6,54,2021-12-03,0.571,0.839,9,-5.49,0,0.0558,0.0244,0.0,0.268,0.436,156.887,5GzpstdtupjJcu0JR5j3v6,197447,4
463,Have U Seen Her,spotify:track:62ipKcuoX7tDEdiRsl1uTK,0,2022-03-31,0.468,0.668,5,-5.649,0,0.178,0.00222,0.0,0.118,0.25,179.695,62ipKcuoX7tDEdiRsl1uTK,178653,4
464,When You're Gone,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,77,2022-03-31,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,0U1W2LZVUX7qTm7dDpqxh6,172267,4
465,Universe,spotify:track:6Cm5uLnM47WzZUZifIqMgM,21,2022-03-25,0.367,0.294,4,-8.751,1,0.0325,0.918,0.0,0.102,0.297,145.309,6Cm5uLnM47WzZUZifIqMgM,235557,4
466,I Spend Too Much Time in My Room,spotify:track:6XHikJpK06NoXaFwkH4tPL,39,2016-07-29,0.48,0.439,9,-7.221,1,0.025,0.39,0.00385,0.514,0.152,97.055,6XHikJpK06NoXaFwkH4tPL,272378,4
467,The Black and White,spotify:track:3sgqeL8dmOt1Pw8TkeyjsR,44,2016-04-01,0.457,0.572,4,-7.241,1,0.0284,0.178,0.000176,0.102,0.107,133.974,3sgqeL8dmOt1Pw8TkeyjsR,279197,4
468,Look Up,spotify:track:1LReRVLO1d0oQVF4Ku1Cx1,36,2021-09-10,0.604,0.768,5,-7.138,1,0.0492,0.382,1.14e-05,0.0908,0.427,89.928,1LReRVLO1d0oQVF4Ku1Cx1,199435,4
469,Sorry Mom,spotify:track:7CsZ2Pjay8HAQ1DDzqPeMH,40,2021-09-10,0.777,0.483,7,-7.668,1,0.0467,0.381,6.36e-06,0.101,0.705,81.961,7CsZ2Pjay8HAQ1DDzqPeMH,181231,4
470,Honest,spotify:track:7LnHRFNlStUPe0tAxR7GV0,45,2019-08-23,0.528,0.911,10,-2.702,0,0.0638,0.00126,0.0,0.176,0.757,93.068,7LnHRFNlStUPe0tAxR7GV0,200958,4
471,Haunted,spotify:track:4yT3UMHdi1p0xkmLuwOu6f,47,2019-08-23,0.464,0.921,4,-3.539,1,0.0677,0.00654,0.0,0.127,0.461,144.127,4yT3UMHdi1p0xkmLuwOu6f,263285,4
472,Runaway Kids,spotify:track:204N3xuSdqkTdGm21tUwuN,52,2016-08-05,0.513,0.847,7,-6.662,1,0.0472,0.00646,0.0,0.0835,0.338,100.981,204N3xuSdqkTdGm21tUwuN,224343,4
473,we made it.,spotify:track:0KpAm8TtyHPZmxdPO7npYO,53,2021-07-09,0.653,0.515,5,-7.906,1,0.267,0.0706,0.0,0.0756,0.674,176.05,0KpAm8TtyHPZmxdPO7npYO,164662,4
474,Never felt more alone (Interlude),spotify:track:3A8ccMsh5LingCQMR9aD0D,33,2021-11-12,0.464,0.0755,2,-22.006,1,0.0375,0.988,0.737,0.102,0.122,84.65,3A8ccMsh5LingCQMR9aD0D,86239,3
475,i still talk to jesus,spotify:track:1FvNOyyBpkZaAZBASx3BH8,45,2020-10-02,0.502,0.331,7,-9.891,1,0.0666,0.524,3.85e-05,0.103,0.241,166.863,1FvNOyyBpkZaAZBASx3BH8,256480,3
476,Sunroof,spotify:track:3RfTeIrWS8LNrfHYwechtt,7,2021-11-26,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,163026,4
477,Give Up Baby Go,spotify:track:6DIMM15oo3kxnCuVypaYGy,62,2022-03-04,0.683,0.697,9,-6.703,1,0.025,0.169,2.46e-06,0.0527,0.591,96.729,6DIMM15oo3kxnCuVypaYGy,257007,4
478,Never Go Wrong,spotify:track:2K036A2TOlSr13Ej8s6ODk,0,2022-03-25,0.587,0.84,5,-6.455,1,0.115,0.0719,0.0,0.276,0.932,164.996,2K036A2TOlSr13Ej8s6ODk,155963,4
479,WTF,spotify:track:7mYrw8DN9vDg1c5qqpDboC,46,2022-03-18,0.63,0.781,1,-7.819,1,0.0406,0.152,0.000247,0.289,0.188,100.052,7mYrw8DN9vDg1c5qqpDboC,182773,4
480,Nothing,spotify:track:2DhYQXK6ZkOTB1665GTagQ,47,2022-03-25,0.512,0.77,7,-5.796,1,0.0368,0.001,0.0,0.118,0.551,87.856,2DhYQXK6ZkOTB1665GTagQ,174552,4
481,Pretty Girl,spotify:track:6ygndCaGLfU7Riph4KsZvn,40,2020-06-26,0.475,0.275,9,-13.807,1,0.0414,0.807,0.000599,0.108,0.167,179.867,6ygndCaGLfU7Riph4KsZvn,336000,4
482,Strawberry Sunscreen,spotify:track:6Xve7pWqzW6CQV8mlXzpBe,63,2021-01-29,0.688,0.678,8,-3.903,1,0.0348,0.0359,0.0,0.0331,0.909,120.058,6Xve7pWqzW6CQV8mlXzpBe,129000,4
483,Remember Why You Fell in Love (Unplugged),spotify:track:3lSJBIvJJadF3L2z9p59Hv,35,2021-11-05,0.629,0.257,11,-8.892,1,0.0332,0.874,0.0,0.106,0.304,124.858,3lSJBIvJJadF3L2z9p59Hv,272640,4
484,Swim,spotify:track:3Nl6eD5Jz6TLESdBx1Mpjo,35,2016-06-03,0.449,0.708,2,-9.73,1,0.0423,0.0254,2.37e-05,0.341,0.15,104.943,3Nl6eD5Jz6TLESdBx1Mpjo,240120,4
485,String Lights,spotify:track:6b1eBxLC6cD3qvqZXrirgq,39,2022-01-14,0.405,0.465,5,-6.095,1,0.031,0.543,5.09e-05,0.113,0.311,127.78,6b1eBxLC6cD3qvqZXrirgq,230200,3
486,Remember Why You Fell in Love,spotify:track:25TUFRhTuBOXdc0N0fGsQH,42,2020-01-31,0.546,0.313,11,-10.756,1,0.0362,0.528,1.5e-06,0.0915,0.109,129.773,25TUFRhTuBOXdc0N0fGsQH,265846,4
487,Cliché,spotify:track:2pBym9Ta4unUYYefC1qEjy,5,2021-07-15,0.523,0.448,7,-6.319,1,0.0457,0.595,0.0003,0.11,0.332,106.929,2pBym9Ta4unUYYefC1qEjy,183000,0
488,butterfly effect - demo,spotify:track:4grSi0dNb0FbGnlRfbO2Lm,47,2021-12-24,0.49,0.381,6,-7.494,1,0.0331,0.821,0.0,0.155,0.649,145.233,4grSi0dNb0FbGnlRfbO2Lm,131095,4
489,i luv him.,spotify:track:78vv48Ic6syaE6kWqDGY47,54,2019-11-27,0.647,0.176,0,-9.501,1,0.0751,0.854,0.0,0.199,0.441,122.795,78vv48Ic6syaE6kWqDGY47,225824,4
490,Happy Fucking Birthday,spotify:track:6c7xkHPz5RHb19d8zl5iea,30,2022-03-18,0.335,0.397,2,-8.347,1,0.0318,0.587,0.0,0.102,0.337,86.897,6c7xkHPz5RHb19d8zl5iea,219160,4
491,What If I Love You,spotify:track:26kVXR9aQXzDiKggPGnUQR,64,2021-04-08,0.743,0.666,11,-8.337,1,0.0546,0.432,1.77e-05,0.129,0.492,101.002,26kVXR9aQXzDiKggPGnUQR,158360,4
492,Fat Funny Friend (sadder),spotify:track:21O2UVKExn54RKWfk1xF4E,6,2022-03-18,0.542,0.224,0,-8.709,1,0.0475,0.962,8.1e-05,0.101,0.526,105.085,21O2UVKExn54RKWfk1xF4E,202320,4
493,Let Her Remember,spotify:track:7LbREuDqWJlMqgkBYSz3Co,0,2022-03-18,0.368,0.199,7,-6.497,1,0.0365,0.948,2.58e-06,0.141,0.244,88.791,7LbREuDqWJlMqgkBYSz3Co,212000,4
494,no song without you,spotify:track:1lNHWPDvKEbamKezpLq7HW,61,2020-07-03,0.788,0.473,0,-12.744,1,0.0328,0.489,0.254,0.109,0.81,105.429,1lNHWPDvKEbamKezpLq7HW,160347,4
495,free love,spotify:track:0GPJSHYaXh8rZSSJoUMgyl,61,2020-07-03,0.708,0.68,9,-8.203,1,0.0519,0.0625,0.0,0.152,0.7,133.947,0GPJSHYaXh8rZSSJoUMgyl,209280,4
496,Common Sense,spotify:track:6XoOA62cqX4CFtfidTIxbj,47,2020-04-03,0.524,0.156,7,-13.419,1,0.035,0.827,9.25e-05,0.116,0.41,150.093,6XoOA62cqX4CFtfidTIxbj,166646,4
497,As a Child,spotify:track:2EX5zYrsrFWFPukAxfQ8Iv,44,2021-03-19,0.507,0.266,7,-10.328,1,0.0344,0.93,8.78e-05,0.0984,0.268,126.231,2EX5zYrsrFWFPukAxfQ8Iv,190960,3
