,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
498,Fat Funny Friend,spotify:track:4eaSY3ucamesaARYBsLfz2,16,2022-02-04,0.498,0.449,0,-7.877,1,0.126,0.644,0.0,0.0836,0.297,107.758,4eaSY3ucamesaARYBsLfz2,199765,4
499,Boy Who Has Everything,spotify:track:37hblhCnC5YzhDQH58Rgpi,39,2018-09-28,0.552,0.199,1,-13.353,1,0.0347,0.862,7.69e-05,0.113,0.266,135.604,37hblhCnC5YzhDQH58Rgpi,186291,3
500,Every Color Of The Rainbow,spotify:track:4H6w4hAYmKD9xDHMhWWGB9,19,2022-02-25,0.606,0.444,2,-9.047,1,0.0389,0.665,1.7e-05,0.16,0.42,131.961,4H6w4hAYmKD9xDHMhWWGB9,164592,4
501,just like you - demo,spotify:track:7u2Vgkvd1vNzhfpTJA50MW,41,2021-01-22,0.608,0.253,1,-12.039,1,0.0391,0.729,0.0,0.126,0.366,85.13,7u2Vgkvd1vNzhfpTJA50MW,170824,4
502,Shoulda Been In A Band,spotify:track:6pgjdv6bJnYsWq34OCSwDC,5,2022-03-11,0.502,0.586,7,-5.769,1,0.0789,0.324,1.98e-05,0.0808,0.368,145.262,6pgjdv6bJnYsWq34OCSwDC,258280,4
503,I Can Lift a Car,spotify:track:6v6S5TvOsrPofUWst04BLF,34,2012-06-19,0.691,0.61,9,-7.388,1,0.0267,0.0123,0.000994,0.0542,0.292,102.093,6v6S5TvOsrPofUWst04BLF,288667,4
504,Brad Pitt,spotify:track:5F1TZVziCp4TuXIMCsIxwM,45,2022-03-11,0.781,0.726,8,-5.794,1,0.0526,0.0149,1.88e-05,0.205,0.605,100.043,5F1TZVziCp4TuXIMCsIxwM,216188,4
505,"Si Una Vez (feat. Wisin, Frankie J & Leslie Grace) - If I Once",spotify:track:3V5tB7nNQOxaCpI3jeMDXR,44,2016-12-02,0.516,0.732,5,-3.512,1,0.0955,0.129,0.0,0.108,0.484,88.043,3V5tB7nNQOxaCpI3jeMDXR,237920,4
506,Waves,spotify:track:4YMSk1mVIn9R6OBhXy8EXg,37,2022-03-08,0.673,0.728,0,-4.902,1,0.0376,0.0228,3.69e-06,0.0903,0.818,158.049,4YMSk1mVIn9R6OBhXy8EXg,166280,4
507,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",spotify:track:3D8dwH690MXQRhtIZTSS9c,59,1973-11-01,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,3D8dwH690MXQRhtIZTSS9c,245533,4
508,A Soulmate Who Wasn’t Meant to Be,spotify:track:0gOz9JUXsaKVzLTSmFDtdo,67,2019-07-19,0.571,0.0274,9,-20.274,0,0.0649,0.948,6.43e-06,0.322,0.087,124.209,0gOz9JUXsaKVzLTSmFDtdo,316556,3
509,Luv Is Dro (feat. Static Major & Bryson Tiller),spotify:track:0LcsvJQSFIQo3RjNhPcYqT,63,2020-12-11,0.727,0.513,6,-8.823,0,0.0524,0.0335,0.0,0.302,0.568,76.211,0LcsvJQSFIQo3RjNhPcYqT,177190,4
510,COMPLETE MESS,spotify:track:1Y8COP6Oqef3UxIONvzx6I,24,2022-03-02,0.398,0.519,7,-6.926,1,0.0315,0.0573,1.86e-05,0.191,0.133,81.377,1Y8COP6Oqef3UxIONvzx6I,206361,4
511,3 Nights,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,68,2018-10-16,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,0uI7yAKUf52Cn7y3sYyjiX,177667,4
512,Your Life Your Time,spotify:track:1HWkMkgqKMLqsAPRh0KNmE,57,2021-01-15,0.532,0.815,11,-5.95,1,0.0321,0.000292,0.0191,0.201,0.868,159.034,1HWkMkgqKMLqsAPRh0KNmE,160257,4
513,Understand,spotify:track:5z519kMRppIxybuNBbIqDI,47,2018-12-14,0.601,0.197,6,-13.799,1,0.0352,0.814,0.000408,0.192,0.132,114.955,5z519kMRppIxybuNBbIqDI,133479,3
514,Normal Girl,spotify:track:5fQBa4wkmq28xpSLOQ202K,73,2017-06-09,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,5fQBa4wkmq28xpSLOQ202K,253587,4
515,Lucky,spotify:track:0mYslGmbnkbxuyr0ISIYtB,47,2019-02-08,0.477,0.328,4,-8.458,1,0.0658,0.906,7.24e-06,0.262,0.283,174.139,0mYslGmbnkbxuyr0ISIYtB,251034,4
516,Kiss U Right Now,spotify:track:4A4EI3YNaHhDiAgpQlCZkk,59,2020-08-21,0.855,0.331,7,-8.652,1,0.07,0.41,0.00131,0.152,0.652,98.03,4A4EI3YNaHhDiAgpQlCZkk,194776,4
517,Coming Back (feat. SZA),spotify:track:2pSsHnjAgEPjHmet7ChlHQ,62,2021-10-08,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013,2pSsHnjAgEPjHmet7ChlHQ,195905,4
518,Wurli,spotify:track:5MSshyHGM9ajWSEoBcR0jv,64,2020-07-31,0.482,0.837,11,-3.696,1,0.0639,0.385,0.0216,0.132,0.0787,91.968,5MSshyHGM9ajWSEoBcR0jv,150620,4
519,The Weekend - Funk Wav Remix,spotify:track:0P6AWOA4LG1XOctzaVu5tt,71,2017-12-15,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,0P6AWOA4LG1XOctzaVu5tt,171806,4
520,When We’re Older,spotify:track:4CbNIghDw41H5KwCHvJ6dc,46,2020-12-11,0.229,0.223,3,-15.867,1,0.0388,0.9,0.668,0.104,0.0584,70.804,4CbNIghDw41H5KwCHvJ6dc,182589,4
521,Phone Numbers,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,69,2019-07-04,0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008,3f9Mzvd3URfbbIJBX4pz9Z,146827,4
522,Loose,spotify:track:59acp1OhcvxwVBwQJBYKuX,65,2017-08-25,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453,59acp1OhcvxwVBwQJBYKuX,185523,1
523,Cayendo (Side A - Acoustic),spotify:track:72794Eag03xdy7TO0KNuid,63,2020-04-03,0.35,0.12,3,-11.104,0,0.0393,0.982,0.000289,0.103,0.121,68.995,72794Eag03xdy7TO0KNuid,202200,4
524,I’m Tired (with Zendaya) - Bonus Track,spotify:track:6LtHYDgYHRCHoKK3snfr2w,66,2022-02-28,0.375,0.133,0,-10.624,0,0.0352,0.651,0.0,0.0695,0.192,131.721,6LtHYDgYHRCHoKK3snfr2w,187944,4
525,Come Around,spotify:track:3TpkcCHblOWMzalss4ug24,0,2022-02-25,0.496,0.932,7,-2.632,1,0.275,0.2,0.0,0.109,0.416,155.066,3TpkcCHblOWMzalss4ug24,173120,4
526,Doppelgänger,spotify:track:1KjJfUt1UyEbZSbliSkGpi,54,2022-02-25,0.577,0.379,10,-9.774,1,0.0423,0.862,0.0,0.128,0.613,79.766,1KjJfUt1UyEbZSbliSkGpi,194957,4
527,Judy You Hung the Moon,spotify:track:10oDDj46J0IMYBPSloeJ4Z,56,2017-08-04,0.65,0.648,6,-7.701,0,0.0336,0.507,0.0,0.0901,0.625,139.989,10oDDj46J0IMYBPSloeJ4Z,210000,4
528,Nail Tech,spotify:track:62Yo3FDddWY8ydu6PW2wyz,69,2022-02-18,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62Yo3FDddWY8ydu6PW2wyz,206385,4
529,I Think I Met You In A Dream,spotify:track:09MZIpr7ciaUZyxHKb37Mz,40,2022-02-18,0.652,0.764,2,-6.082,1,0.0502,0.0862,0.0493,0.103,0.734,74.993,09MZIpr7ciaUZyxHKb37Mz,189512,4
530,Route 66 (feat. EST Gee),spotify:track:5faz5WYRJdRDiCa42DSgHR,60,2020-12-11,0.914,0.463,6,-10.187,0,0.174,0.038,0.0,0.0833,0.532,144.039,5faz5WYRJdRDiCa42DSgHR,153360,4
531,Alright,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,79,2015-03-16,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,3iVcZ5G6tvkXZkZKlMpIUs,219333,4
532,King Kunta,spotify:track:0N3W5peJUQtI4eyR6GJT5O,73,2015-03-16,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,0N3W5peJUQtI4eyR6GJT5O,234693,4
533,To Be Loved,spotify:track:10ImcQk9tihY1EKMDIbvXJ,66,2021-11-19,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,10ImcQk9tihY1EKMDIbvXJ,403962,1
534,Sweet Home,spotify:track:2fnoVSzvOqstrEIzJ9F0Mh,0,2022-02-11,0.535,0.397,7,-11.158,1,0.0264,0.677,0.0033,0.129,0.309,77.971,2fnoVSzvOqstrEIzJ9F0Mh,248533,4
535,Loved Loving You,spotify:track:3xRzdzR16AncJKCcpSBUXX,8,2022-02-11,0.538,0.0805,4,-11.719,1,0.0422,0.818,0.0,0.0845,0.39,140.955,3xRzdzR16AncJKCcpSBUXX,192720,4
536,Let It All Out (10:05),spotify:track:6UbOE1KhvE5EjWxAF0EaB8,17,2020-02-21,0.657,0.397,3,-10.558,1,0.0349,0.434,0.086,0.0841,0.595,94.016,6UbOE1KhvE5EjWxAF0EaB8,220880,4
537,New Song,spotify:track:3PUMPtOSeXSJsBvK43K96b,57,2020-12-18,0.65,0.28,4,-7.442,1,0.0305,0.495,3.55e-06,0.106,0.103,119.939,3PUMPtOSeXSJsBvK43K96b,382613,3
538,Blank Me,spotify:track:4GykOaWBJPS647ewLtyrCh,0,2021-12-01,0.589,0.748,2,-4.274,1,0.0405,0.06,2.3e-06,0.103,0.894,77.526,4GykOaWBJPS647ewLtyrCh,238555,4
539,God Must Hate Me,spotify:track:21xzFXSL2XkZ2mIzDDAqTK,62,2021-11-23,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,21xzFXSL2XkZ2mIzDDAqTK,149803,3
540,Last Minute,spotify:track:5DCkdoWNNVk6VRMhm85kA9,11,2021-04-09,0.578,0.281,3,-9.234,0,0.0816,0.576,0.0,0.499,0.479,143.889,5DCkdoWNNVk6VRMhm85kA9,133253,4
541,Adeline,spotify:track:7pRllGYAoeuSRUzuY5UhCY,46,2019-04-16,0.606,0.405,2,-9.127,1,0.0297,0.739,0.00202,0.0846,0.105,95.108,7pRllGYAoeuSRUzuY5UhCY,228640,3
542,From the Dining Table,spotify:track:1IF5UcqRO42D12vYwceOY6,72,2017-05-12,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,1IF5UcqRO42D12vYwceOY6,211960,4
543,(Wish I Didn't Have to) Lie [feat. JORDY],spotify:track:0HXEPlkF9FrfuuDBCbsEAO,46,2021-10-13,0.506,0.281,2,-8.53,1,0.0347,0.819,0.0,0.0904,0.279,89.814,0HXEPlkF9FrfuuDBCbsEAO,175413,4
544,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,81,2017-04-14,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,6PGoSes0D9eUDeeAafB2As,213400,4
545,Daphne Blue,spotify:track:2FhJvFKyZng57iVQmFayVw,52,2019-08-23,0.567,0.925,1,-2.775,0,0.0906,0.00239,0.0054,0.348,0.704,118.006,2FhJvFKyZng57iVQmFayVw,182840,4
546,Other's Melodies - Demo,spotify:track:5iE7dsCgdbVaBZyqfD2uPK,0,2022-01-26,0.555,0.114,2,-11.701,1,0.0696,0.967,2.94e-06,0.262,0.293,48.935,5iE7dsCgdbVaBZyqfD2uPK,114194,3
547,Cutie,spotify:track:4nLTOnpSCBwRlul92HLIyW,54,2022-01-28,0.682,0.609,7,-6.372,0,0.139,0.000928,0.000201,0.142,0.723,111.991,4nLTOnpSCBwRlul92HLIyW,184315,4
548,parachute,spotify:track:3orJ0XpgXRG1LTA521BpDz,60,2020-11-13,0.786,0.588,1,-3.777,0,0.165,0.0503,0.0,0.167,0.685,75.011,3orJ0XpgXRG1LTA521BpDz,156505,4
549,The Girl,spotify:track:1IFRVS4t1olI0XG9RBWdKH,57,2008-11-25,0.404,0.542,10,-7.578,1,0.0349,0.837,7.21e-05,0.137,0.183,109.166,1IFRVS4t1olI0XG9RBWdKH,360107,4
550,I Ain't Ever Loved No One - Acoustic,spotify:track:2z3HKlpENvfz1Am2MNF2pL,52,2019-05-03,0.322,0.213,10,-14.915,0,0.0318,0.611,0.0,0.113,0.16,160.389,2z3HKlpENvfz1Am2MNF2pL,199594,4
551,hiccup,spotify:track:1NfqGbaWcZLor12cITE5Fv,56,2020-12-11,0.415,0.585,9,-8.958,1,0.0761,0.0384,3.5e-05,0.328,0.554,160.292,1NfqGbaWcZLor12cITE5Fv,164349,3
552,Killer (feat. Jack Harlow & Cordae) - Remix,spotify:track:7zl7kehxesNEo2pYkKXTSe,64,2021-05-28,0.924,0.73,11,-6.125,0,0.274,0.0525,0.0,0.113,0.848,99.01,7zl7kehxesNEo2pYkKXTSe,236666,4
553,Apple Pie,spotify:track:5FKNq0lLJnP3iZzBTD0PZj,8,2020-08-13,0.518,0.208,10,-12.273,1,0.0363,0.855,5.15e-06,0.12,0.42,179.836,5FKNq0lLJnP3iZzBTD0PZj,259167,4
554,Moon in the Morning,spotify:track:1Lfr9YBRpeSwCS14kBoTAg,46,2021-03-19,0.458,0.464,5,-9.126,0,0.031,0.799,3.42e-05,0.109,0.256,122.821,1Lfr9YBRpeSwCS14kBoTAg,194267,4
555,I WANNA SEE SOME ASS (feat. jetsonmade),spotify:track:2aWVaW1p2kUc5yuKwBmRJi,70,2020-03-13,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,2aWVaW1p2kUc5yuKwBmRJi,125302,4
556,INDUSTRY BABY (feat. Jack Harlow),spotify:track:27NovPIUIRrOZoCHxABJwK,81,2021-07-23,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,27NovPIUIRrOZoCHxABJwK,212000,4
557,OUT FRONT,spotify:track:6ukXwaLZoMjeqA98ZdKLtq,49,2020-03-13,0.896,0.483,5,-9.794,0,0.0663,0.0904,0.000218,0.0889,0.51,103.0,6ukXwaLZoMjeqA98ZdKLtq,178968,4
558,last day on earth,spotify:track:0fVDu1evgjX9CFD0cmuRrM,62,2022-01-13,0.494,0.553,5,-5.57,1,0.197,0.413,4.17e-05,0.218,0.359,82.061,0fVDu1evgjX9CFD0cmuRrM,172756,4
559,Fingers Crossed,spotify:track:5S9Zs5g9lTWnLIboN1pdlU,1,2022-01-05,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,5S9Zs5g9lTWnLIboN1pdlU,175345,4
560,Arms,spotify:track:48HT7Zzd3We4ZjG82lsbdK,8,2018-04-18,0.41,0.141,2,-18.564,1,0.0337,0.931,0.0898,0.118,0.239,149.884,48HT7Zzd3We4ZjG82lsbdK,203560,4
561,I Choose You,spotify:track:3HZa4UGKNwOjwRTQMpbdiB,55,2020-02-07,0.637,0.556,2,-7.587,1,0.0292,0.577,5.62e-06,0.206,0.691,104.022,3HZa4UGKNwOjwRTQMpbdiB,184000,4
562,Molly,spotify:track:2XLQJSuY0JIVItivadN84f,32,2021-11-05,0.754,0.299,3,-12.094,1,0.0864,0.935,0.0128,0.11,0.749,100.502,2XLQJSuY0JIVItivadN84f,184000,4
563,Olivia,spotify:track:40DGtj95w54IDSbA7BWn3o,53,2012-08-28,0.629,0.551,7,-9.44,1,0.0321,0.685,2.88e-05,0.0889,0.698,81.995,40DGtj95w54IDSbA7BWn3o,233693,4
564,I Am California,spotify:track:27ytYULTu6QSZBhGaOKq9i,54,2017-01-27,0.455,0.172,3,-10.265,1,0.0307,0.236,0.0013,0.102,0.189,118.161,27ytYULTu6QSZBhGaOKq9i,313079,3
565,Sorry for Me,spotify:track:5F9WcQalHpZAwKzWi6pBWg,13,2021-10-15,0.513,0.494,1,-7.407,1,0.0278,0.159,1.5e-05,0.102,0.316,145.147,5F9WcQalHpZAwKzWi6pBWg,197514,4
566,Medicine,spotify:track:4kzr7cvmr4gXKMZ7heV4Be,0,2021-04-01,0.439,0.858,6,-6.611,0,0.0522,0.0111,2.5e-05,0.639,0.475,138.046,4kzr7cvmr4gXKMZ7heV4Be,218244,4
567,Take My Breath,spotify:track:0XvDZGVqGYM7P4rgzRnWhq,37,2022-01-07,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,0XvDZGVqGYM7P4rgzRnWhq,339023,4
568,Hotel,spotify:track:3xyr2xfbSZiZWWGsjLyMFh,61,2021-07-09,0.856,0.656,5,-6.475,1,0.0752,0.484,0.0,0.559,0.949,133.927,3xyr2xfbSZiZWWGsjLyMFh,134782,4
569,don't miss me,spotify:track:5MG69A9XyXDbBbeOxdR3Tl,65,2021-11-22,0.796,0.727,1,-4.726,1,0.04,0.793,2.49e-05,0.0858,0.818,104.98,5MG69A9XyXDbBbeOxdR3Tl,123950,4
570,Seven,spotify:track:7zbFh74zImpQho3btxuANN,39,2019-07-11,0.457,0.463,3,-11.56,1,0.0421,0.645,6.39e-05,0.108,0.117,119.827,7zbFh74zImpQho3btxuANN,261933,4
571,I Love You Too,spotify:track:4Hvm9R3JYXBF8fcdi2F3oA,47,2020-04-17,0.54,0.0534,10,-18.585,1,0.0432,0.939,0.00111,0.0986,0.145,94.111,4Hvm9R3JYXBF8fcdi2F3oA,189868,3
572,Carolina,spotify:track:3Dwq1oiOFys6Sxr5SslmXw,68,2017-05-12,0.624,0.673,4,-4.017,0,0.0268,0.000569,1.54e-06,0.104,0.458,121.986,3Dwq1oiOFys6Sxr5SslmXw,189613,4
573,I Don't Need You To Survive,spotify:track:5XFHQV7cxMNxLVl78M4LpB,42,2021-11-12,0.382,0.14,3,-14.815,0,0.0448,0.931,3.2e-06,0.287,0.429,109.234,5XFHQV7cxMNxLVl78M4LpB,140384,5
574,Happier Than Ever,spotify:track:7es56D0QedGMsK39wl2yFX,73,2021-11-09,0.667,0.457,6,-6.885,0,0.439,0.341,0.0,0.114,0.266,97.604,7es56D0QedGMsK39wl2yFX,109326,4
575,Pasadena,spotify:track:5565AiKjInrEUBrsb9yf1I,42,2016-06-24,0.556,0.686,7,-8.835,1,0.0314,0.182,0.945,0.321,0.395,117.985,5565AiKjInrEUBrsb9yf1I,226446,4
576,September in San Clemente,spotify:track:2K9tsuCtfF0Ku1nZMp8F3E,8,2021-09-01,0.719,0.764,9,-6.807,0,0.224,0.0637,2.66e-05,0.305,0.837,90.025,2K9tsuCtfF0Ku1nZMp8F3E,166000,4
577,Lovers Do,spotify:track:2gdwaznV8yFi6jGk6rgMDh,44,2018-04-06,0.548,0.372,7,-8.598,1,0.0305,0.588,0.00557,0.347,0.304,149.712,2gdwaznV8yFi6jGk6rgMDh,190787,4
578,It's All Coming Back to Me Now,spotify:track:5EQzuYfTZt7B2LqlvTF49l,70,1996-03-11,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,5EQzuYfTZt7B2LqlvTF49l,456867,4
579,Don't Love Back,spotify:track:57q60y67hIuvS8NY1gilDg,0,2021-04-09,0.541,0.216,9,-12.476,1,0.059,0.851,0.0,0.113,0.247,79.656,57q60y67hIuvS8NY1gilDg,200953,3
580,Stbcks,spotify:track:3AB0mNIRevqrttknUEqOYF,23,2019-11-13,0.36,0.144,11,-14.617,1,0.0518,0.908,0.0,0.0903,0.0818,61.098,3AB0mNIRevqrttknUEqOYF,150920,4
581,Without Me,spotify:track:3BkBTso1LQicQOkU1ga0xY,46,2018-07-13,0.481,0.343,7,-9.822,1,0.0354,0.737,1.38e-06,0.556,0.386,152.131,3BkBTso1LQicQOkU1ga0xY,344573,4
582,It Wasn't Easy To Be Happy For You,spotify:track:2qhfWLkKqWripwiw8DJdGU,50,2019-09-13,0.765,0.373,2,-5.321,1,0.0302,0.854,0.0,0.0949,0.379,89.099,2qhfWLkKqWripwiw8DJdGU,214067,4
583,26,spotify:track:6WCbV2noO85ne1TM6UzbTT,8,2018-03-09,0.494,0.341,2,-12.501,1,0.0508,0.662,0.000571,0.0673,0.391,171.21,6WCbV2noO85ne1TM6UzbTT,235416,4
584,Classy Girls - B Version,spotify:track:1TuAICQTfFTd5YiI4373ZV,27,2020-04-03,0.396,0.53,9,-9.017,1,0.037,0.812,0.000101,0.0924,0.419,119.076,1TuAICQTfFTd5YiI4373ZV,165878,4
585,Romeo,spotify:track:6OXpmcHpzujlB1xrrPCqdc,41,2021-05-21,0.566,0.238,3,-13.663,1,0.0563,0.8,0.0,0.0787,0.54,122.263,6OXpmcHpzujlB1xrrPCqdc,183750,5
586,untitled,spotify:track:12JOiQU7FZbaNZwHp8jgae,44,2021-04-29,0.395,0.423,4,-10.159,1,0.0396,0.554,3.89e-05,0.33,0.219,85.277,12JOiQU7FZbaNZwHp8jgae,164831,4
587,Brainstorm,spotify:track:6O2rEuaCuz9oULfn6USRm1,48,2021-02-19,0.675,0.358,2,-10.905,1,0.0492,0.892,0.00936,0.114,0.247,77.03,6O2rEuaCuz9oULfn6USRm1,184860,4
588,Beyond - Acoustic,spotify:track:51yjH6e35yHWJhPo9YPGD3,43,2018-08-10,0.595,0.526,11,-7.526,1,0.0635,0.514,0.0,0.101,0.468,146.918,51yjH6e35yHWJhPo9YPGD3,251013,4
589,Neon Stars,spotify:track:3510CiWgHk4J8PH10SxoLZ,0,2021-12-03,0.676,0.41,7,-7.559,1,0.0299,0.886,7.06e-05,0.0841,0.346,112.988,3510CiWgHk4J8PH10SxoLZ,161027,4
590,Shivers,spotify:track:75MNhvTCCKsST3YqqUiU9r,71,2021-09-13,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,75MNhvTCCKsST3YqqUiU9r,207853,4
591,It'll Be Okay,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,75,2021-12-01,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,2KnLkZ3z7PO3kgVGHGqDpD,222800,4
592,Still,spotify:track:4Zwt0IkpzDOW2u0YfV94TK,61,2020-03-13,0.416,0.45,3,-6.198,1,0.0269,0.123,0.0,0.113,0.287,97.676,4Zwt0IkpzDOW2u0YfV94TK,251884,4
593,BIG SHOT,spotify:track:1u0oPRm1Oc1xlFrQFLs76c,0,2021-11-17,0.626,0.35,1,-7.03,1,0.0299,0.726,0.0,0.0975,0.225,72.522,1u0oPRm1Oc1xlFrQFLs76c,181040,4
594,A.M. RADIO,spotify:track:04sCktMEmxUsNmqTNoIDSo,0,2021-11-17,0.469,0.562,1,-6.402,1,0.0343,0.568,0.000135,0.123,0.483,138.197,04sCktMEmxUsNmqTNoIDSo,237320,4
595,I Lied (with Allison Ponthier),spotify:track:7xQg5QTx8eiQnsxEnfynPh,60,2021-05-21,0.44,0.269,5,-10.769,1,0.0262,0.914,0.261,0.132,0.138,103.877,7xQg5QTx8eiQnsxEnfynPh,234383,3
596,Vagabond,spotify:track:3HAgxyWGeJtIVabS2mTREt,14,2016-03-08,0.571,0.399,4,-11.919,1,0.0364,0.766,0.0146,0.0926,0.611,141.922,3HAgxyWGeJtIVabS2mTREt,129464,4
597,Crescent Moon,spotify:track:2mC6CRPtuIZ97WZh4rJ2Pq,51,2021-11-11,0.699,0.506,6,-3.811,1,0.0442,0.516,6.29e-06,0.457,0.512,64.001,2mC6CRPtuIZ97WZh4rJ2Pq,199042,4
598,Heavy,spotify:track:54ZgNagtKQ2XHIVkVqC2AN,29,2021-11-19,0.635,0.619,11,-5.258,1,0.0487,0.435,0.0,0.216,0.615,87.976,54ZgNagtKQ2XHIVkVqC2AN,135853,4
599,Just A Phase,spotify:track:4SHz5BNP1J9JuZa4PGE0KJ,40,2021-09-10,0.56,0.862,7,-5.839,1,0.039,0.00161,0.000931,0.0565,0.476,93.937,4SHz5BNP1J9JuZa4PGE0KJ,209832,4
600,Have Faith (Feat. Liz Vice),spotify:track:6BXaELrzWMvJzcIgchwZU4,37,2020-06-05,0.452,0.23,3,-11.031,1,0.0411,0.95,0.00208,0.174,0.242,110.856,6BXaELrzWMvJzcIgchwZU4,45707,1
601,We Got Love,spotify:track:4LNkxcfFGrWtv4qmkbmel6,33,2017-02-10,0.513,0.508,4,-5.727,1,0.0297,0.51,0.000811,0.103,0.367,83.939,4LNkxcfFGrWtv4qmkbmel6,199813,4
602,By and By,spotify:track:75nZ4W6quZhI55LKiqCXWh,66,2019-07-26,0.584,0.474,9,-7.981,1,0.0258,0.796,2.69e-06,0.115,0.332,101.457,75nZ4W6quZhI55LKiqCXWh,280795,4
603,Waiting for You,spotify:track:6y3vemZ4p8iZQoZ0VRzdws,47,2018-04-06,0.642,0.453,9,-8.333,1,0.0466,0.329,0.0,0.0721,0.496,82.046,6y3vemZ4p8iZQoZ0VRzdws,257015,4
604,You Are the Traffic,spotify:track:5BF3ZfJrAQfEmw6C7UFOz0,0,2021-03-12,0.426,0.63,7,-5.838,1,0.0656,0.218,0.0,0.161,0.511,187.995,5BF3ZfJrAQfEmw6C7UFOz0,192853,4
605,Sprite,spotify:track:7fL7ZuSeJOSAzWsl9lAhCI,0,2021-03-12,0.563,0.691,2,-8.006,1,0.0357,0.0129,0.000404,0.0744,0.425,157.034,7fL7ZuSeJOSAzWsl9lAhCI,190813,4
606,Earth to God,spotify:track:1iRZeM32kxhqW1W111q8sz,0,2021-03-12,0.341,0.474,4,-9.858,1,0.0423,0.709,0.00416,0.344,0.166,143.444,1iRZeM32kxhqW1W111q8sz,199560,4
607,Who Do You Think You Are?,spotify:track:2IyKUuYVrWONp4AhNfOZ9q,42,2021-09-10,0.588,0.628,8,-5.849,1,0.0441,0.235,1.84e-06,0.0519,0.546,83.925,2IyKUuYVrWONp4AhNfOZ9q,205675,4
608,Fly As Me,spotify:track:7GuP2hQO9oprADjY3gRhCT,1,2021-11-12,0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025,7GuP2hQO9oprADjY3gRhCT,219389,4
609,Smokin Out The Window,spotify:track:6M4jdLdM7wLGungMV9gsCS,1,2021-11-12,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,6M4jdLdM7wLGungMV9gsCS,197443,4
610,See the World,spotify:track:3AkQyzLlpRfSYla0iawIPn,6,2016-03-08,0.423,0.532,1,-10.343,1,0.0296,0.411,0.145,0.083,0.402,133.919,3AkQyzLlpRfSYla0iawIPn,138452,4
611,I Think I Like You,spotify:track:6yOxL1xfPkv9Z9zvpNrMDU,59,2021-09-10,0.806,0.567,11,-5.656,0,0.0425,0.00438,0.0,0.0427,0.644,120.02,6yOxL1xfPkv9Z9zvpNrMDU,182658,4
612,Crescent Moon,spotify:track:3mx9EbDkSUHiwn6ifsgwf8,0,2021-11-11,0.682,0.506,6,-3.819,1,0.0474,0.512,7.18e-06,0.407,0.529,63.99,3mx9EbDkSUHiwn6ifsgwf8,199042,4
613,Gone! - Acoustic,spotify:track:1BwzqeQTIuHpUgN18AHVVx,8,2021-11-04,0.516,0.369,11,-11.392,1,0.0393,0.357,2.27e-06,0.114,0.518,72.206,1BwzqeQTIuHpUgN18AHVVx,174000,4
614,Company,spotify:track:5otcrkKObKm5HvMbKEq2lO,43,2021-11-02,0.663,0.595,6,-6.774,1,0.0346,0.759,0.000404,0.109,0.547,124.022,5otcrkKObKm5HvMbKEq2lO,169080,4
